id,label,label_name,category,subcategory,channel,text,reason,source_note
18,1,스팸_사기,가짜채용,현금수거책_고액알바,SMS,단순 심부름 업무로 일당 ２０만원 드립니다. 부산 인근 지정 장소에서 현금이 든 쇼핑백을 수거해 전달만 하시면 됩니다. 경력/면접 없이 바로 시작 가능,"비대면 채용, 현금 운반이라는 비정상적 업무, 고액 일당 대비 매우 단순한 업무 내용",정책브리핑·잡플래닛 고액알바 위험성 안내 패턴 참고
19,1,스팸_사기,광고성스팸,로또번호_추천광고,SMS,"[복권천재] 이번주 1등 당첨번호 무료공개! 지금까지 2회 연속 적중, 확인은 hxxp://복권천재-274.kr/６２１１ 🔥","확인 불가능한 당첨 이력 주장, 개인정보 입력 후 유료 결제로 유도하는 경우 많음",나무위키 스팸메일 문서의 로또번호 추천 사이트 광고 유형 참고
20,0,정상,정상,은행정상알림,SMS,"[우리은행] 체크카드 50,000원 사용, 현재 잔액 285만원입니다",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
21,1,스팸_사기,악성_해킹시도,청첩장_부고장사칭_스미싱,SMS,[모바일초대장] OOO님이 결혼식 초대장을 보냈습니다. 아래에서 확인해주세요 hxxp://mcard-invite-741.xyz/8299,"지인 사칭, 모바일 청첩장/부고장 클릭 유도 후 악성 앱 설치, 실제 지인 확인 불가",cashnote 스미싱 총정리(모바일청첩장 클릭 후 대출 피해) 패턴 참고
22,1,스팸_사기,악성_해킹시도,공공기관사칭_스미싱,SMS,[교통민원#24] 2024년 5월 위반사실이 확인되어 통지서가 발송되었습니다. 상세조회: hxxp://traffic-24check-628.top/4647,"실제 정부기관은 개인 URL 링크로 벌금 안내를 하지 않음, 가짜 정부사이트 유도",cashnote 스미싱 총정리(경찰청교통민원24 사칭 유형) 패턴 참고
23,0,정상,정상,은행정상알림,SMS,"[카카오뱅크] 고객님 계좌에서 400,000원이 출금되었습니다 (잔액 27만원)",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
24,0,정상,정상,은행정상알림,SMS,"[국민은행] 체크카드 150,000원 승인. 가맹점: 쿠팡",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
25,0,정상,정상,정상택배안내,SMS,[CJ대한통운] 택배가 배송 완료되었어요. 송장번호: 633234132392,해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
26,1,스팸_사기,사기_투자로맨스,가짜투자앱유도,SMS,[VIP리딩방] 무료체험 자리 얼마 안 남았어요. 50만원 넣고 바로 확인해보세요 hxxp://invest-vip-app-734.net/６４９６,"공식 앱스토어가 아닌 링크로 앱 설치 유도, 초기 소액 출금으로 신뢰 형성 후 거액 유도",일반적 리딩방-가짜거래소 연계 사기 패턴 참고
27,0,정상,정상,은행정상알림,SMS,"[우리은행] 310,000원이 정상 출금되었어요. 잔액은 72만원입니다",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
28,1,스팸_사기,광고성스팸,불법도박광고,SMS,"[슈퍼토토] 첫충 200% 이벤트! 신규가입시 최대 200만원 지급, 지금 바로 가입 hxxp://슈퍼토토-111.kr/７８４４","080 수신거부 번호 없음, 단축/변형 URL, 미신고 도박사이트, 고액 지급 미끼",방통위·KISA 문자스팸 통계(도박 유형 약 40%) 패턴 참고
29,0,정상,정상,은행정상알림,SMS,"[하나은행] 체크카드 400,000원 승인. 가맹점: 29CM",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
30,1,스팸_사기,악성_해킹시도,카드발급사칭_스미싱,SMS,고객님 명의로 우리카드가 신규 발급 신청되었습니다. 본인이 아니라면 즉시 확인 hxxp://card-verify-kr-268.xyz/2744,"신청한 적 없는 카드 발급 안내, 확인을 명목으로 악성 링크 클릭 유도",KB Think 스미싱 대처법 페이지(신청한 적 없는 카드 스미싱) 패턴 참고
31,1,스팸_사기,광고성스팸,로또번호_추천광고,SMS,"[행운의숫자] 이번주 1등 당첨번호 무료공개! 지금까지 2회 연속 적중, 확인은 hxxp://행운의숫자-241.xyz/1414","확인 불가능한 당첨 이력 주장, 개인정보 입력 후 유료 결제로 유도하는 경우 많음",나무위키 스팸메일 문서의 로또번호 추천 사이트 광고 유형 참고
32,1,스팸_사기,가짜채용,현금수거책_고액알바,SMS,단순 심부름 업무로 일당 25만원 드립니다. 강남 인근 지정 장소에서 현금이 든 쇼핑백을 수거해 전달만 하시면 됩니다. 경력/면접 없이 바로 시작 가능,"비대면 채용, 현금 운반이라는 비정상적 업무, 고액 일당 대비 매우 단순한 업무 내용",정책브리핑·잡플래닛 고액알바 위험성 안내 패턴 참고
34,1,스팸_사기,사기_보이스피싱,소액결제사칭,SMS,"[해외결제] 121,000원이 승인되었습니다. 본인 확인 필요 시 1588-1867","허위 소액결제 문자로 불안감 조성 후 사기범이 안내하는 번호로 유도, 실제 결제 내역 없음",보안뉴스 경찰청 보이스피싱 사례(허위 소액결제 문자 유형) 패턴 참고
35,1,스팸_사기,악성_해킹시도,청첩장_부고장사칭_스미싱,SMS,OOO님의 결혼식에 초대합니다. 모바일 부고장 화긴하기 hxxp://mcard-invite-466.kr/5488,"지인 사칭, 모바일 청첩장/부고장 클릭 유도 후 악성 앱 설치, 실제 지인 확인 불가",cashnote 스미싱 총정리(모바일청첩장 클릭 후 대출 피해) 패턴 참고
36,0,정상,정상,은행정상알림,SMS,"[하나은행] 체크카드 220,000원 승인. 가맹점: 올리브영",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
37,1,스팸_사기,광고성스팸,로또번호_추천광고,SMS,"📢 [1등예측단] 이번주 1등 당첨번호 무료공개! 지금까지 2회 연속 적중, 확인은 hxxp://1등예측단-498.net/2742","확인 불가능한 당첨 이력 주장, 개인정보 입력 후 유료 결제로 유도하는 경우 많음",나무위키 스팸메일 문서의 로또번호 추천 사이트 광고 유형 참고
38,1,스팸_사기,악성_해킹시도,택배사칭_스미싱,SMS,[CJ대한통운] 송장번호(7287726670) 결제 정보 확인이 필요합니다. 확인: hxxp://cj대한통운-598.net/7276,"실제 주문내역 없음, 단축/변형 URL, 클릭 시 악성 앱 설치 유도",이스트시큐리티 알약 블로그·cashnote 스미싱 총정리 패턴 참고
39,1,스팸_사기,광고성스팸,불법대출광고,SMS,"[새희망대부] 카드론 대환 특별상품, 최대 5OOO만원. 문의 010-2409-3900","미등록 대부업 의심, '신용조회 없이' 문구, 무자격자 대상 고액 대출 미끼",신한카드 불법대출광고 유형 안내 페이지 패턴 참고
40,1,스팸_사기,광고성스팸,불법대출광고,SMS,"[믿음저축] 서류 없이 전화상담만으로 심사, 최대 500만원. 문의 010-9812-4548","미등록 대부업 의심, '신용조회 없이' 문구, 무자격자 대상 고액 대출 미끼",신한카드 불법대출광고 유형 안내 페이지 패턴 참고
41,1,스팸_사기,악성_해킹시도,공공기관사칭_스미싱,SMS,[경찰청교통민원24] 교통법규위반 사실 확인 통지서가 발송되었습니다(2O24년 11월). 조회: hxxp://traffic-24check-287.top/6770,"실제 정부기관은 개인 URL 링크로 벌금 안내를 하지 않음, 가짜 정부사이트 유도",cashnote 스미싱 총정리(경찰청교통민원24 사칭 유형) 패턴 참고
42,1,스팸_사기,광고성스팸,불법대출광고,SMS,"[스마일캐피탈] 무직자,저신용자 환영, 최대 500만원. 문의 010-5886-2137","미등록 대부업 의심, '신용조회 없이' 문구, 무자격자 대상 고액 대출 미끼",신한카드 불법대출광고 유형 안내 페이지 패턴 참고
43,1,스팸_사기,사기_투자로맨스,투자리딩방,SMS,"[마스터리딩방] 삼성자산운용(사칭) 마스터 리딩방입니다. 전문가가 직접 매수/매도 신호를 드리며, 이번 주 수익률 5OO% 인증 종목 공개! 지금 무료 입장하세요.","비공식 오픈채팅방 운영, 비현실적 수익률 인증 캡처, 이후 유료방/투자앱 설치 유도",보안뉴스 추석 금융사기 예방 기사(투자리딩방 피해 규모) 패턴 참고
44,1,스팸_사기,광고성스팸,로또번호_추천광고,SMS,"[복권천재] 회원님만을 위한 특별 당첨번호, 지금 확인하세요 hxxp://복권천재-795.top/3035","확인 불가능한 당첨 이력 주장, 개인정보 입력 후 유료 결제로 유도하는 경우 많음",나무위키 스팸메일 문서의 로또번호 추천 사이트 광고 유형 참고
45,1,스팸_사기,광고성스팸,불법대출광고,SMS,"[든든머니대부] 무직자,저신용자 환영, 최대 5000만원. 문의 010-6790-5084 🎉","미등록 대부업 의심, '신용조회 없이' 문구, 무자격자 대상 고액 대출 미끼",신한카드 불법대출광고 유형 안내 페이지 패턴 참고
46,0,정상,정상,은행정상알림,SMS,"[하나은행] 자동이체 예정 안내: 24일 160,000원 출금 예정입니다.",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
47,1,스팸_사기,광고성스팸,로또번호_추천광고,SMS,"[로또마스터] 이번주 l등 당첨번호 무료공개! 지금까지 4회 연속 적중, 확인은 hxxp://로또마스터-696.top/7975","확인 불가능한 당첨 이력 주장, 개인정보 입력 후 유료 결제로 유도하는 경우 많음",나무위키 스팸메일 문서의 로또번호 추천 사이트 광고 유형 참고
48,0,정상,정상,은행정상알림,SMS,"[토스뱅크] 체크카드 380,000원 승인. 가맹점: 무신사",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
49,0,정상,정상,은행정상알림,SMS,"[하나은행] 자동이체 예정 안내: 25일 390,000원 출금 예정입니다.",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
50,1,스팸_사기,악성_해킹시도,청첩장_부고장사칭_스미싱,SMS,결혼식 안내드립니다. 참석 여부와 함께 청첩장를 확인해주세요: hxxp://mcard-invite-681.com/4473,"지인 사칭, 모바일 청첩장/부고장 클릭 유도 후 악성 앱 설치, 실제 지인 확인 불가",cashnote 스미싱 총정리(모바일청첩장 클릭 후 대출 피해) 패턴 참고
51,0,정상,정상,은행정상알림,SMS,"[국민은행] 출금 130,000원 처리되었어요. 남은 잔액은 60만원",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
52,0,정상,정상,은행정상알림,SMS,"[하나은행] 정기 자동이체 안내 - 21일 430,000원 출금될 예정이에요",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
53,0,정상,정상,은행정상알림,SMS,"[토스뱅크] 자동납부 예정: 2일 320,000원, 잔액을 미리 확인해주세요",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
54,0,정상,정상,은행정상알림,SMS,"[하나은행] 체크카드 150,000원 승인. 가맹점: 마켓컬리",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
55,1,스팸_사기,악성_해킹시도,택배사칭_스미싱,SMS,[우체국택배] 송장번호(1908897828) 주소 불일치로 물품 보관 중입니다. 확인: hxxp://우체국택배-942.kr/9181,"실제 주문내역 없음, 단축/변형 URL, 클릭 시 악성 앱 설치 유도",이스트시큐리티 알약 블로그·cashnote 스미싱 총정리 패턴 참고
57,1,스팸_사기,가짜채용,재택부업_리뷰알바사기,SMS,"📋 재택으로 상품 리뷰만 작성하면 건당 １２,０００원! 하루 30분 투자로 월 250만원 가능합니다. 지금 카톡 문의 @review_job","선입금(상품구매 대금 선결제) 요구로 이어지는 경우 多, 비현실적 고수익 강조, 기업 정보 불명확",보안뉴스 추석 금융사기 예방 기사(부업 아르바이트/리뷰알바 사기) 패턴 참고
58,1,스팸_사기,악성_해킹시도,청첩장_부고장사칭_스미싱,SMS,OOO님의 장례식에 초대합니다. 모바일 부고장 화긴하기 hxxp://mcard-invite-167.xyz/1368,"지인 사칭, 모바일 청첩장/부고장 클릭 유도 후 악성 앱 설치, 실제 지인 확인 불가",cashnote 스미싱 총정리(모바일청첩장 클릭 후 대출 피해) 패턴 참고
59,1,스팸_사기,광고성스팸,불법대출광고,SMS,"[믿음저축] 당일 즉시 입금, 최대 1000만원. 문의 ０１０-4723-8416","미등록 대부업 의심, '신용조회 없이' 문구, 무자격자 대상 고액 대출 미끼",신한카드 불법대출광고 유형 안내 페이지 패턴 참고
60,1,스팸_사기,악성_해킹시도,청첩장_부고장사칭_스미싱,SMS,OOO님의 장례식에 초대합니다. 모바일 청첩장 화긴하기 hxxp://mcard-invite-510.kr/5692,"지인 사칭, 모바일 청첩장/부고장 클릭 유도 후 악성 앱 설치, 실제 지인 확인 불가",cashnote 스미싱 총정리(모바일청첩장 클릭 후 대출 피해) 패턴 참고
61,1,스팸_사기,광고성스팸,불법대출광고,SMS,"[빠른캐피탈] 정부지원 서민대출 사칭, 최대 5000만원. 문의 010-8592-2339 🔥","미등록 대부업 의심, '신용조회 없이' 문구, 무자격자 대상 고액 대출 미끼",신한카드 불법대출광고 유형 안내 페이지 패턴 참고
62,1,스팸_사기,사기_투자로맨스,가짜투자앱유도,SMS,"[VIP리딩방] 소액 10만원부터 체험 가능, 수익 인증샷 보내드릴게요! 설치: hxxp://invest-vip-app-554.com/3661","공식 앱스토어가 아닌 링크로 앱 설치 유도, 초기 소액 출금으로 신뢰 형성 후 거액 유도",일반적 리딩방-가짜거래소 연계 사기 패턴 참고
63,0,정상,정상,은행정상알림,SMS,"[국민은행] 430,000원이 정상 출금되었어요. 잔액은 406만원입니다",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
64,1,스팸_사기,광고성스팸,불법대출광고,SMS,"🎉 [직장인우대론] 정부지원 서민대출 사칭, 최대 １０００만원. 문의 010-7050-5154","미등록 대부업 의심, '신용조회 없이' 문구, 무자격자 대상 고액 대출 미끼",신한카드 불법대출광고 유형 안내 페이지 패턴 참고
65,1,스팸_사기,악성_해킹시도,청첩장_부고장사칭_스미싱,SMS,결혼식 안내드립니다. 참석 여부와 함께 부고장를 확인해주세요: hxxp://mcard-invite-188.xyz/7367,"지인 사칭, 모바일 청첩장/부고장 클릭 유도 후 악성 앱 설치, 실제 지인 확인 불가",cashnote 스미싱 총정리(모바일청첩장 클릭 후 대출 피해) 패턴 참고
66,1,스팸_사기,악성_해킹시도,청첩장_부고장사칭_스미싱,SMS,🔒 OOO님의 결혼식에 초대합니다. 모바일 부고장 화긴하기 hxxp://mcard-invite-553.com/3858,"지인 사칭, 모바일 청첩장/부고장 클릭 유도 후 악성 앱 설치, 실제 지인 확인 불가",cashnote 스미싱 총정리(모바일청첩장 클릭 후 대출 피해) 패턴 참고
67,1,스팸_사기,가짜채용,재택부업_리뷰알바사기,SMS,"📋 재택으로 상품 리뷰만 작성하면 건당 20,000원! 하루 30분 투자로 월 300만원 가능합니다. 지금 카톡 문의 @homework_job","선입금(상품구매 대금 선결제) 요구로 이어지는 경우 多, 비현실적 고수익 강조, 기업 정보 불명확",보안뉴스 추석 금융사기 예방 기사(부업 아르바이트/리뷰알바 사기) 패턴 참고
68,1,스팸_사기,광고성스팸,불법도박광고,SMS,"[챔피언벳] 매충 30% 상시지급! 신규가입시 최대 150만원 지급, 지금 바로 가입 hxxp://챔피언벳-830.kr/3090 📢","080 수신거부 번호 없음, 단축/변형 URL, 미신고 도박사이트, 고액 지급 미끼",방통위·KISA 문자스팸 통계(도박 유형 약 40%) 패턴 참고
69,0,정상,정상,은행정상알림,SMS,"[국민은행] 체크카드 170,000원 승인. 가맹점: 올리브영",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
70,1,스팸_사기,광고성스팸,불법대출광고,SMS,"[직장인우대론] 카드론 대환 특별상품, 최대 1500만원. 문의 010-4285-4430 🎉","미등록 대부업 의심, '신용조회 없이' 문구, 무자격자 대상 고액 대출 미끼",신한카드 불법대출광고 유형 안내 페이지 패턴 참고
72,1,스팸_사기,악성_해킹시도,택배사칭_스미싱,SMS,🔒 [롯데택배] 송장번호(9897037449) 부재중으로 반송 예정입니다. 확인: hxxp://롯데택배-813.kr/6707,"실제 주문내역 없음, 단축/변형 URL, 클릭 시 악성 앱 설치 유도",이스트시큐리티 알약 블로그·cashnote 스미싱 총정리 패턴 참고
74,1,스팸_사기,광고성스팸,불법대출광고,SMS,"[국민든든대부] 서류 없이 전화상담만으로 심사, 최대 5000만원. 문의 010-5262-7655 🎉","미등록 대부업 의심, '신용조회 없이' 문구, 무자격자 대상 고액 대출 미끼",신한카드 불법대출광고 유형 안내 페이지 패턴 참고
75,1,스팸_사기,광고성스팸,불법대출광고,SMS,"[스마일캐피탈] 무직자,저신용자 환영, 최대 5000만원. 문의 010-5945-６２４８","미등록 대부업 의심, '신용조회 없이' 문구, 무자격자 대상 고액 대출 미끼",신한카드 불법대출광고 유형 안내 페이지 패턴 참고
76,1,스팸_사기,악성_해킹시도,택배사칭_스미싱,SMS,[롯데택배] 송장번호(2407871036) 결제 정보 확인이 필요합니다. 확인: hxxp://롯데택배-871.kr/3445,"실제 주문내역 없음, 단축/변형 URL, 클릭 시 악성 앱 설치 유도",이스트시큐리티 알약 블로그·cashnote 스미싱 총정리 패턴 참고
77,0,정상,정상,은행정상알림,SMS,"[신한은행] 고객님 계좌에서 480,000원이 출금되었습니다 (잔액 818만원)",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
78,1,스팸_사기,광고성스팸,불법도박광고,SMS,"[로얄카지노] 신규회원 콤프 지급! 신규가입시 최대 200만원 지급, 지금 바로 가입 hxxp://로얄카지노-313.xyz/4393","080 수신거부 번호 없음, 단축/변형 URL, 미신고 도박사이트, 고액 지급 미끼",방통위·KISA 문자스팸 통계(도박 유형 약 40%) 패턴 참고
79,1,스팸_사기,광고성스팸,불법대출광고,SMS,"[케이캐시대부] 신용조회 없이 당일승인, 최대 2000만원. 뮨의 010-4881-1773","미등록 대부업 의심, '신용조회 없이' 문구, 무자격자 대상 고액 대출 미끼",신한카드 불법대출광고 유형 안내 페이지 패턴 참고
80,0,정상,정상,은행정상알림,SMS,"[신한은행] 고객님 계좌에서 110,000원이 출금되었습니다 (잔액 49만원)",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
81,1,스팸_사기,광고성스팸,로또번호_추천광고,SMS,"🎉 [로또마스터] 이번주 1등 당첨번호 무료공개! 지금까지 2회 연속 적중, 화긴은 hxxp://로또마스터-352.top/4328","확인 불가능한 당첨 이력 주장, 개인정보 입력 후 유료 결제로 유도하는 경우 많음",나무위키 스팸메일 문서의 로또번호 추천 사이트 광고 유형 참고
82,0,정상,정상,은행정상알림,SMS,"[하나은행] 체크카드 350,000원 승인. 가맹점: 무신사",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
83,0,정상,정상,은행정상알림,SMS,"[토스뱅크] 390,000원이 정상 출금되었어요. 잔액은 879만원입니다",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
84,1,스팸_사기,광고성스팸,불법대출광고,SMS,"[직장인우대론] 서류 없이 전화상담만으로 심사, 최대 2000만원. 문의 010-7065-4715 🎉","미등록 대부업 의심, '신용조회 없이' 문구, 무자격자 대상 고액 대출 미끼",신한카드 불법대출광고 유형 안내 페이지 패턴 참고
85,0,정상,정상,은행정상알림,SMS,"[토스뱅크] 12일에 480,000원 자동이체가 예정되어 있습니다",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
86,1,스팸_사기,광고성스팸,불법도박광고,SMS,"[머니라인] 매충 30% 상시지급! 신규가입시 최대 200만원 지급, 지금 바로 가입 hxxp://머니라인-174.top/5960 📢","080 수신거부 번호 없음, 단축/변형 URL, 미신고 도박사이트, 고액 지급 미끼",방통위·KISA 문자스팸 통계(도박 유형 약 40%) 패턴 참고
88,1,스팸_사기,광고성스팸,불법도박광고,SMS,"[머니라인] 출석체크 포인트 지급! 신규가입시 최대 150만원 지급, 지금 바로 가입 hxxp://머니라인-231.kr/9654","080 수신거부 번호 없음, 단축/변형 URL, 미신고 도박사이트, 고액 지급 미끼",방통위·KISA 문자스팸 통계(도박 유형 약 40%) 패턴 참고
89,1,스팸_사기,광고성스팸,로또번호_추천광고,SMS,"[복권천재] 이번주 l등 당첨번호 무료공개! 지금까지 3회 연속 적중, 확인은 hxxp://복권천재-755.top/7627","확인 불가능한 당첨 이력 주장, 개인정보 입력 후 유료 결제로 유도하는 경우 많음",나무위키 스팸메일 문서의 로또번호 추천 사이트 광고 유형 참고
90,1,스팸_사기,악성_해킹시도,카드발급사칭_스미싱,SMS,고객님 명의로 현대카드가 신규 발급 신청되었슴니다. 본인이 아니라면 즉시 확인 hxxp://card-verify-kr-575.kr/7574,"신청한 적 없는 카드 발급 안내, 확인을 명목으로 악성 링크 클릭 유도",KB Think 스미싱 대처법 페이지(신청한 적 없는 카드 스미싱) 패턴 참고
91,0,정상,정상,정상택배안내,SMS,[우체국택배] 고객님의 상품이 배송 완료되었습니다. 송장번호: 183348947835,해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
93,1,스팸_사기,가짜채용,재택부업_리뷰알바사기,SMS,재택으로 상품 리뷰만 작성하면 건당 25천원! 하루 30분 투자로 월 300만원 가능합니다. 지금 카톡 문의 @homework_job,"선입금(상품구매 대금 선결제) 요구로 이어지는 경우 多, 비현실적 고수익 강조, 기업 정보 불명확",보안뉴스 추석 금융사기 예방 기사(부업 아르바이트/리뷰알바 사기) 패턴 참고
94,1,스팸_사기,가짜채용,통장대여_이체알바,SMS,"[재택알바] 본인 명의 계좌만 빌려주시면 건당 5만원, 이체 심부름 알바 구합니다. 텔레그램으로 연랔주세요 @job136 💼","통장 대여는 전자금융거래법 위반, 텔레그램 등 익명 메신저로만 소통, 실제로는 보이스피싱 자금 세탁에 이용",kbthink 이체알바 사기 안내(통장 대여 시 처벌 규정) 패턴 참고
95,0,정상,정상,은행정상알림,SMS,"[우리은행] 체크카드 380,000원 사용, 현재 잔액 269만원입니다",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
96,0,정상,정상,은행정상알림,SMS,"[토스뱅크] 정기 자동이체 안내 - 7일 40,000원 출금될 예정이에요",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
