id,label,label_name,category,subcategory,channel,text,reason,source_note
50,1,스팸_사기,악성_해킹시도,공공기관사칭_스미싱,SMS,⚠️ [경찰청교통민원24] 교통법규위반 사실 확인 통지서가 발송되었습니다(2024년 5월). 조회: hxxp://traffic-24ch eck-628.top/4647 🔥,"실제 정부기관은 개인 URL 링크로 벌금 안내를 하지 않음, 가짜 정부사이트 유도",cashnote 스미싱 총정리(경찰청교통민원24 사칭 유형) 패턴 참고
51,0,정상,정상,은행정상알림,SMS,"[카카오뱅크] 400,000원 출금되었습니다. 잔액 27만원",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
52,0,정상,정상,은행정상알림,SMS,"[국민은행] 체크카드 150,000원 승인. 가맹점: 쿠팡",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
54,0,정상,정상,쇼핑주문확인,이메일,"제목: [29CM] 주문이 정상적으로 완료되었습니다
본문: 주문번호 226911, 결제금액 30,000원. 배송 조회는 마이페이지에서 확인 가능합니다.",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
55,0,정상,정상,정상택배안내,SMS,[CJ대한통운] 고객님의 상품이 배송 완료되었습니다. 송장번호: 633234132392,해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
56,1,스팸_사기,사기_투자로맨스,가짜투자앱유도,SMS,[VIP리딩방] 제가 알려드 린 전용 앱에 가입하시고 50만 원부터 넣어보세 요. 첫 수익 나면 바로 출금 가눙하니 걱정 마세요 :) 앱  설치: hxxp://invest-vip-app-73 4.net/６４９６ 📈 ✅,"공식 앱스토어가 아닌 링크로 앱 설치 유도, 초기 소액 출금으로 신뢰 형성 후 거액 유도",일반적 리딩방-가짜거래소 연계 사기 패턴 참고
57,0,정상,정상,쇼핑주문확인,이메일,"제목: [쿠팡] 주문이 정상적으로 완료되었습니다
본문: 주문번호 497387, 결제금액 10,000원. 배송 조회는 마이페이지에서 확인 가능합니다.",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
58,0,정상,정상,은행정상알림,SMS,"[우리은행] 310,000원 출금되었습니다. 잔액 72만원",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
60,0,정상,정상,업무이메일,이메일,"제목: 6월 정기회의 일정 안내
본문: 안녕하세요 강도윤 대리님, 요청하신 자료 검토 후 회신드립니다. 궁금하신 점 있으시면 편하게 연락주세요.",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
61,1,스팸_사기,사기_투자로맨스,가짜투자앱유도,이메일,"제목: [투자상담] 전용 트레이딩 앱 안내 🔥
본문: 제가 알려드린 전용 앱에 가입하시고 50만원부터 넣어보세요. 첫 수익 나면 바로 출금 가능하니 걱정 마세요 :) 앱 설치: hxxp://invest-vip-app-203.com/3745","공식 앱스토어가 아닌 링크로 앱 설치 유도, 초기 소액 출금으로 신뢰 형성 후 거액 유도",일반적 리딩방-가짜거래소 연계 사기 패턴 참고
62,0,정상,정상,은행정상알림,SMS,"[하나은행] 체크카드 400,000원 승인. 가맹점: 29CM",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
64,0,정상,정상,학교공지,SMS,[OO초등학교] 1월 27일은 학부모 상담주간입니다. 신청은 알림장 앱에서 해주세요.,해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
65,1,스팸_사기,광고성스팸,로또번호_추천광고,SMS,"[행운의숫자] 이번주 1등 당첨번호 무료공개! 지금까지 2회 연속 적중, 확인은 hxxp://행운의숫자-241.xyz/1414 ⚠️","확인 불가능한 당첨 이력 주장, 개인정보 입력 후 유료 결제로 유도하는 경우 많음",나무위키 스팸메일 문서의 로또번호 추천 사이트 광고 유형 참고
66,0,정상,정상,사내메신저,이메일,"제목: 업무 공유드립니다
본문: 수정된 디자인 시안 전달드립니다, 피드백 부탁드려요.",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
70,0,정상,정상,쇼핑주문확인,이메일,"제목: [쿠팡] 주문이 정상적으로 완료되었습니다
본문: 주문번호 662094, 결제금액 60,000원. 배송 조회는 마이페이지에서 확인 가능합니다.",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
71,1,스팸_사기,사기_보이스피싱,소액결제사칭,SMS,"[승인알림] 690,000원 결제가 완료되었습 니다. 본인이 아니라면 고객센터로 문의하세요  1588-９０２８ 📢","허위 소액결제 문자로 불안감 조성 후 사기범이 안내하는 번호로 유도, 실제 결제 내역 없음",보안뉴스 경찰청 보이스피싱 사례(허위 소액결제 문자 유형) 패턴 참고
72,1,스팸_사기,사기_투자로맨스,가짜투자앱유도,SMS,[VIP리딩방] 제가 알려드린 전용 앱에 가입하시고 30만원부터 넣어보세요. 첫 수익 나면  바로 출금 가능하니 걱정 마세요 :) 앱 설치: hxxp://invest-vip-app-683.kr/2082,"공식 앱스토어가 아닌 링크로 앱 설치 유도, 초기 소액 출금으로 신뢰 형성 후 거액 유도",일반적 리딩방-가짜거래소 연계 사기 패턴 참고
73,0,정상,정상,정상택배안내,SMS,[우체국택배] 고객님의 상품이 배송 완료되었습니다. 송장번호: 636737255728,해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
74,0,정상,정상,학교공지,SMS,[OO초등학교] 7월 27일은 학부모 상담주간입니다. 신청은 알림장 앱에서 해주세요.,해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
75,0,정상,정상,쇼핑주문확인,이메일,"제목: [마켓컬리] 주문이 정상적으로 완료되었습니다
본문: 주문번호 969733, 결제금액 190,000원. 배송 조회는 마이페이지에서 확인 가능합니다.",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
76,1,스팸_사기,악성_해킹시도,첨부파일_악성코드유포,이메일,"제목: 세금계산서 발행 내역 확인  요청
본문: 첨부된 파일(invoice_2026.zip)을 확인 후 회신 부탁드립니다.","업무 관련을 가장한 압축/이중확장자 파일 첨부, 실행 시 악성코드 감염 가능성, 발신자 도메인 위장",일반적 비즈니스 이메일 침해(BEC)·첨부형 악성코드 유포 패턴 참고
77,1,스팸_사기,사기_보이스피싱,소액결제사칭,SMS,"[승인알림] 121,000원 결제가 완료되었슴니다. 본인이 아니라면 고객센터로 문의 하세요 1588-186 7 ","허위 소액결제 문자로 불안감 조성 후 사기범이 안내하는 번호로 유도, 실제 결제 내역 없음",보안뉴스 경찰청 보이스피싱 사례(허위 소액결제 문자 유형) 패턴 참고
79,1,스팸_사기,사기_투자로맨스,가짜투자앱유도,이메일,"제목: [투자상담] 전용 트레이딩 앱 안내
본문: 제가 알려드린 전용 앱에 가입하시고 30만원부터 넣어보세요. 첫 수익 나면 바로 출금 가능하니  걱정 마세요 :) 앱 설치: hxxp ://invest-vip-app-810 .top/8834 💸","공식 앱스토어가 아닌 링크로 앱 설치 유도, 초기 소액 출금으로 신뢰 형성 후 거액 유도",일반적 리딩방-가짜거래소 연계 사기 패턴 참고
80,0,정상,정상,정상택배안내,SMS,[롯데택배] 고객님의 상품이 배송 완료되었습니다. 송장번호: 794506146116,해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
81,1,스팸_사기,사기_보이스피싱,소액결제사칭,SMS,"⚠️ [승인알림] 392,000원 결제가 완료되었습 니다. 본인이 아니라면 고객센터로 문의하세요 1588-7772 ✅","허위 소액결제 문자로 불안감 조성 후 사기범이 안내하는 번호로 유도, 실제 결제 내역 없음",보안뉴스 경찰청 보이스피싱 사례(허위 소액결제 문자 유형) 패턴 참고
82,0,정상,정상,은행정상알림,SMS,"[하나은행] 체크카드 220,000원 승인. 가맹점: 올리브영",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
83,1,스팸_사기,광고성스팸,로또번호_추천광고,SMS,"📢 [1등예측단] 이번주 1등 당첨번호 무료 공개! 지금까지 2회 연속 적중, 확인은 hxx p://1 등예측단-498.net/2742 ✅","확인 불가능한 당첨 이력 주장, 개인정보 입력 후 유료 결제로 유도하는 경우 많음",나무위키 스팸메일 문서의 로또번호 추천 사이트 광고 유형 참고
84,1,스팸_사기,악성_해킹시도,택배사칭_스미싱,SMS,[CJ대 한 통운] 송장번호(7287726670) 결제 정보 확인이 필요합니다. 확 인: hxxp://cj대한통운 -598.n et/7276,"실제 주문내역 없음, 단축/변형 URL, 클릭 시 악성 앱 설치 유도",이스트시큐리티 알약 블로그·cashnote 스미싱 총정리 패턴 참고
85,1,스팸_사기,광고성스팸,불법대출광고,SMS,"[새희망대부] 카드론 대환 특별상품, 최대 5OOO만원. 문의 010-2409-3900 📢","미등록 대부업 의심, '신용조회 없이' 문구, 무자격자 대상 고액 대출 미끼",신한카드 불법대출광고 유형 안내 페이지 패턴 참고
86,0,정상,정상,쇼핑주문확인,이메일,"제목: [마켓컬리] 주문이 정상적으로 완료되었습니다
본문: 주문번호 963604, 결제금액 40,000원. 배송 조회는 마이페이지에서 확인 가능합니다.",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
87,1,스팸_사기,광고성스팸,불법대출광고,SMS,"[믿음저축] 서류 없이 전화상담만으로 심 사, 최대 500만 원. 문의 010-9 812-4548 📢","미등록 대부업 의심, '신용조회 없이' 문구, 무자격자 대상 고액 대출 미끼",신한카드 불법대출광고 유형 안내 페이지 패턴 참고
89,1,스팸_사기,광고성스팸,불법대출광고,SMS,"[스마일캐피탈] 무직자,저신용자 환영, 최대 500만원. 문의 010-5886-21 37","미등록 대부업 의심, '신용조회 없이' 문구, 무자격자 대상 고액 대출 미끼",신한카드 불법대출광고 유형 안내 페이지 패턴 참고
90,1,스팸_사기,사기_투자로맨스,투자리딩방,SMS,"[마스터리딩방] 삼성자산운용(사칭) 마스터 리딩방입니다. 전문가가 직접 매수/매도 신호를 드 리며, 이번 주 수익률 5OO% 인 증 종목 공개! 지금 무 료 입장하세요. 📢","비공식 오픈채팅방 운영, 비현실적 수익률 인증 캡처, 이후 유료방/투자앱 설치 유도",보안뉴스 추석 금융사기 예방 기사(투자리딩방 피해 규모) 패턴 참고
91,1,스팸_사기,가짜채용,가짜채용_링크드인DM,이메일,"제목: Excit ing Remote Opportunity - Immediate St art (#695 3)
본문: 귀하의 프로필을 보고 스카우트 제안드립니다. 지 원하신 적 없으시더라도 고급 인 재풀에서 선별되었 습니다. 아래 링크에서 개인정보와 계좌를 등록해주세요.","지원한 적 없는데 먼저 연락, 좋은 조건 강조, 개인정보·계좌정보를 채용 초기 단계에서 요구","lock.pub 가짜채용사기 안내(지원한 적 없는 연락, 개인정보 수집) 패턴 참고"
92,1,스팸_사기,광고성스팸,로또번호_추천광고,SMS,"[복권천재] 이번주 1등 당첨번호 무 료공개! 지금까지 3회 연 속 적중, 확인은 hxxp://복권천재-795.top/3035 🔥","확인 불가능한 당첨 이력 주장, 개인정보 입력 후 유료 결제로 유도하는 경우 많음",나무위키 스팸메일 문서의 로또번호 추천 사이트 광고 유형 참고
93,1,스팸_사기,악성_해킹시도,계정정보탈취_피싱메일,이메일,"제목: [카카오 보안경고] 고객님의 계정에서 비정상적인 로그인이 감지되었슴니다 🔒
본문: 아래  링크에서 본인 확인 후 비밀번호를 재설정하지 않으면 24시간 내 계정이 정 지됩니 다. hxxp://카카오-account-verify-971.com/9763 ✅","긴급성을 강조한 계정 정지 협박, 공식 도메인이 아닌 유사(타이포스쿼팅) URL, 개인정보 입력 유도",일반적 피싱메일 수법(계정 정지 협박형) 패턴 참고
94,1,스팸_사기,광고성스팸,불법대출광고,SMS,"[든든머니대부] 무직자,저신용자 환영, 최대 5000만 원. 문의 010-6790-5084 🎉 ✅","미등록 대부업 의심, '신용조회 없이' 문구, 무자격자 대상 고액 대출 미끼",신한카드 불법대출광고 유형 안내 페이지 패턴 참고
95,0,정상,정상,은행정상알림,SMS,"[하나은행] 자동이체 예정 안내: 24일 160,000원 출금 예정입니다.",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
96,0,정상,정상,쇼핑주문확인,이메일,"제목: [29CM] 주문이 정상적으로 완료되었습니다
본문: 주문번호 836888, 결제금액 80,000원. 배송 조회는 마이페이지에서 확인 가능합니다.",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
97,0,정상,정상,업무이메일,이메일,"제목: 4분기 실적 보고서 검토 요청
본문: 안녕하세요 강도윤 대리님, 요청하신 자료 검토 후 회신드립니다. 궁금하신 점 있으시면 편하게 연락주세요.",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
98,1,스팸_사기,광고성스팸,로또번호_추천광고,SMS,"[로또마스터] 이번주 l등 당첨번호 무 료공개! 지금까지 4회 연속 적중, 확인은 hxxp://로또마스터-696.top/7975 ⚠️","확인 불가능한 당첨 이력 주장, 개인정보 입력 후 유료 결제로 유도하는 경우 많음",나무위키 스팸메일 문서의 로또번호 추천 사이트 광고 유형 참고
100,0,정상,정상,은행정상알림,SMS,"[토스뱅크] 체크카드 380,000원 승인. 가맹점: 무신사",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
101,0,정상,정상,은행정상알림,SMS,"[하나은행] 자동이체 예정 안내: 25일 390,000원 출금 예정입니다.",해당없음(정상 메시지),일상적으로 발생하는 정상 업무/생활 커뮤니케이션 예시(합성)
